Status-ID,Kategorie,Linie,Fahrtnummer,"Abfahrtsstation Name","Abfahrtsstation Koordinaten","Abfahrt geplant","Abfahrt real","Zielstation Name","Zielstation Koordinaten","Ankunft geplant","Ankunft real",Reisezeit,Distanz,Punkte,Status-Nachricht,Fahrtzweck,Betreiber
3469633,suburban,"S 7",7604,"Berlin Savignyplatz","52.505193,13.319362",2024-09-26T18:45:00+00:00,2024-09-26T18:46:00+00:00,Potsdam-Babelsberg,"52.391353,13.093049",2024-09-26T19:10:00+00:00,2024-09-26T19:11:00+00:00,25,21869,6,,PRIVATE,"S-Bahn Berlin GmbH"
3472199,bus,"Bus 694",1037,"Plantagenstr., Potsdam","52.392396,13.103279",2024-09-27T09:15:00+00:00,2024-09-27T09:16:00+00:00,"Griebnitzsee Bahnhof (S), Potsdam","52.39387,13.128746",2024-09-27T09:22:00+00:00,2024-09-27T09:23:00+00:00,7,1778,3,,PRIVATE,
3472259,suburban,"S 7",7087,"Potsdam Griebnitzsee (S)","52.394392,13.128638",2024-09-27T09:27:00+00:00,2024-09-27T09:28:00+00:00,"Berlin Westkreuz","52.500734,13.283962",2024-09-27T09:44:00+00:00,2024-09-27T09:44:00+00:00,16,16259,5,"Züge gucken!",PRIVATE,"S-Bahn Berlin GmbH"
3472383,suburban,"S 5",5066,"Berlin Westkreuz","52.500734,13.283962",2024-09-27T09:47:00+00:00,2024-09-27T09:49:00+00:00,"Berlin Messe Süd (Eichkamp)","52.498756,13.269921",2024-09-27T09:49:00+00:00,2024-09-27T09:50:00+00:00,1,1227,4,"Bitte beachten Sie: dieser Zug hält nicht in Heerstraße!",PRIVATE,"S-Bahn Berlin GmbH"
3473558,suburban,"S 3",3113,"Berlin Messe Süd (Eichkamp)","52.498756,13.269921",2024-09-27T12:20:00+00:00,2024-09-27T12:23:00+00:00,"Berlin Charlottenburg (S)","52.504348,13.301338",2024-09-27T12:24:00+00:00,2024-09-27T12:28:00+00:00,5,2484,4,,PRIVATE,"S-Bahn Berlin GmbH"
3473767,regional,"RB 8934",8934,Berlin-Charlottenburg,"52.504195,13.302049",2024-09-27T12:43:00+00:00,2024-09-27T12:43:00+00:00,"Berlin Ostbahnhof","52.510424,13.4349",2024-09-27T13:06:00+00:00,2024-09-27T13:06:00+00:00,23,11842,8,"Mireo Plus H Premierenfahrt 🥳",PRIVATE,"NEB Niederbarnimer Eisenbahn"
3473922,regional,"RB 28074",28074,"Berlin Ostbahnhof","52.510424,13.4349",2024-09-27T13:18:00+00:00,2024-09-27T13:18:00+00:00,Berlin-Charlottenburg,"52.504195,13.302049",2024-09-27T13:36:00+00:00,2024-09-27T13:36:00+00:00,18,11857,8,"Mireo Plus H Premierenfahrt 🥳",PRIVATE,"NEB Niederbarnimer Eisenbahn"
3474586,regional,"RB 23",18160,Berlin-Charlottenburg,"52.504195,13.302049",2024-09-27T13:59:00+00:00,2024-09-27T14:00:00+00:00,"Potsdam Griebnitzsee","52.394437,13.128728",2024-09-27T14:12:00+00:00,2024-09-27T14:12:00+00:00,12,17436,8,,PRIVATE,"DB Regio Nordost"
3474645,bus,"Bus 616",4489,"Griebnitzsee Bahnhof (S), Potsdam","52.39387,13.128746",2024-09-27T14:14:00+00:00,2024-09-27T14:14:00+00:00,"Plantagenstr., Potsdam","52.392396,13.103279",2024-09-27T14:18:00+00:00,2024-09-27T14:21:00+00:00,7,1799,3,,PRIVATE,
3475131,suburban,"S 7",7112,Potsdam-Babelsberg,"52.391353,13.093049",2024-09-27T15:00:00+00:00,2024-09-27T15:00:00+00:00,"Potsdam Hbf (S)","52.391713,13.067727",2024-09-27T15:02:00+00:00,2024-09-27T15:02:00+00:00,2,1734,4,"wäre ja kein authentischer Potsdam-Besuch wenn die Trams nicht ausfallen würden",PRIVATE,"S-Bahn Berlin GmbH"
3477578,tram,"STR 91",33,"Dortustr., Potsdam","52.399147,13.053164",2024-09-27T22:28:00+00:00,2024-09-27T22:28:00+00:00,"Alter Markt/Landtag, Potsdam","52.394931,13.059232",2024-09-27T22:31:00+00:00,2024-09-27T22:31:00+00:00,3,849,3,,PRIVATE,
3477579,tram,"STR 99",4547,"Alter Markt/Landtag, Potsdam","52.394931,13.059232",2024-09-27T22:36:00+00:00,2024-09-27T22:36:00+00:00,"Plantagenstr., Potsdam","52.392396,13.103279",2024-09-27T22:47:00+00:00,2024-09-27T22:48:00+00:00,12,4184,3,,PRIVATE,
3477582,tram,"STR 91",2664,"Alter Markt/Landtag, Potsdam","52.394931,13.059232",2024-09-27T20:14:00+00:00,2024-09-27T20:14:00+00:00,"Dortustr., Potsdam","52.399147,13.053164",2024-09-27T20:18:00+00:00,2024-09-27T20:18:00+00:00,4,849,1,,PRIVATE,
3481334,bus,"Bus 694",1460,"Plantagenstr., Potsdam","52.392396,13.103279",2024-09-28T13:27:00+00:00,2024-09-28T13:28:00+00:00,"Hauptbahnhof Nord (S), Potsdam","52.392747,13.066963",2024-09-28T13:39:00+00:00,2024-09-28T13:40:00+00:00,12,3021,3,,PRIVATE,
3481834,regional,"RE 1",73739,"Potsdam Hbf","52.391551,13.066711",2024-09-28T14:31:00+00:00,2024-09-28T14:32:00+00:00,"Magdeburg Hbf","52.130495,11.6269",2024-09-28T15:47:00+00:00,2024-09-28T15:56:00+00:00,84,115512,18,"Auf zur Kulturnacht!",PRIVATE,"Ostdeutsche Eisenbahn GmbH"
3484072,tram,"STR 6",,"Opernhaus, Magdeburg","52.136689,11.639143",2024-09-28T21:08:00+00:00,2024-09-28T21:08:00+00:00,"S-Bahnhof Neustadt (Tram), Magdeburg","52.147009,11.6397",2024-09-28T21:12:00+00:00,2024-09-28T21:12:00+00:00,4,1152,3,,PRIVATE,
3484125,regional,"RE 1",73794,Magdeburg-Neustadt,"52.148537,11.640977",2024-09-28T21:25:00+00:00,2024-09-28T21:26:00+00:00,"Potsdam Hbf","52.391551,13.066711",2024-09-28T22:52:00+00:00,2024-09-28T22:53:00+00:00,87,114501,18,"Nach Hause",PRIVATE,"Ostdeutsche Eisenbahn GmbH"
3484282,bus,"Bus 694",2554,"Hauptbahnhof Nord (S), Potsdam","52.392747,13.066963",2024-09-28T22:57:00+00:00,2024-09-28T22:57:00+00:00,"Rathaus Babelsberg, Potsdam","52.392189,13.091144",2024-09-28T23:03:00+00:00,2024-09-28T23:03:00+00:00,6,1706,3,,PRIVATE,
3485106,tram,"STR 94",306,"Plantagenstr., Potsdam","52.392396,13.103279",2024-09-29T07:04:00+00:00,2024-09-29T07:04:00+00:00,"Babelsberg (S)/Wattstr., Potsdam","52.391623,13.094335",2024-09-29T07:06:00+00:00,2024-09-29T07:06:00+00:00,2,614,3,,PRIVATE,
3485107,suburban,"S 7",7532,Potsdam-Babelsberg,"52.391353,13.093049",2024-09-29T07:10:00+00:00,2024-09-29T07:10:00+00:00,"Potsdam Hbf (S)","52.391713,13.067727",2024-09-29T07:12:00+00:00,2024-09-29T07:12:00+00:00,2,1734,4,,PRIVATE,"S-Bahn Berlin GmbH"
3485110,regional,"RE 1",73764,"Potsdam Hbf","52.391551,13.066711",2024-09-29T07:50:00+00:00,2024-09-29T07:51:00+00:00,"Berlin Hbf","52.524924,13.369629",2024-09-29T08:12:00+00:00,2024-09-29T08:19:00+00:00,28,28610,9,,PRIVATE,"Ostdeutsche Eisenbahn GmbH"
3485387,nationalExpress,"ICE 804",804,"Berlin Hbf","52.3928,13.036498",2024-09-29T08:38:00+00:00,2024-09-29T08:39:00+00:00,"Hamburg Hbf","53.553533,10.00636",2024-09-29T11:06:00+00:00,2024-09-29T11:18:00+00:00,159,299655,40,"Die ganze Zeit auf nen Ausfall gehofft damit ich keine Zugbindung habe und mehr als 4h schlafen kann. Wann steht der Ausfall drin? ne Stunde vor Abfahrt 😭 Dann schauen wir mal ob ""letzte Verbindung des Tages in Schweden"" wieder mit Taxi endet 😅",PRIVATE,"DB Fernverkehr"
3486334,subway,"U 3",23543,"Hamburg Hbf","53.553533,10.00636",2024-09-29T11:28:00+00:00,2024-09-29T11:28:00+00:00,"Hamburg Landungsbrücken","53.546314,9.970619",2024-09-29T11:36:00+00:00,2024-09-29T11:36:00+00:00,8,2822,3,,PRIVATE,
3486673,subway,"U 3",23365,"Hamburg Landungsbrücken","53.546314,9.970619",2024-09-29T12:21:00+00:00,2024-09-29T12:21:00+00:00,"Hamburg Hbf","53.553533,10.00636",2024-09-29T12:30:00+00:00,2024-09-29T12:30:00+00:00,9,2822,3,,PRIVATE,
3486919,national,"EC 392",392,"Hamburg Hbf","53.553533,10.00636",2024-09-29T12:53:00+00:00,2024-09-29T12:57:00+00:00,"Kopenhagen Hbf","55.672722,12.564618",2024-09-29T17:46:00+00:00,2024-09-29T17:55:00+00:00,314,501256,59,"Wir fahren 🥳Der Lauftext auf den Anzeigern sagt zwar dass SEV nach Dänemark ist, aber anscheinend dürfen wir auf das einzige nicht gestörte Gleis. Der Bahnhof ist auf jeden Fall ein einziges Chaos",PRIVATE,"DB Fernverkehr"
3489266,regional,"R 1132",1132,"Kopenhagen Hbf","55.672722,12.564618",2024-09-29T18:44:00+00:00,2024-09-29T18:44:00+00:00,"Ronneby station","56.206636,15.283352",2024-09-29T21:49:00+00:00,2024-09-29T21:49:00+00:00,187,254445,32,"Letzter Zug des Tages wurde erreicht 🥳 aber aus Prinzip hatte der dann natürlich auch ordentlich Verspätung 🫠und nachher gibt's noch ne Runde SEV🙄",PRIVATE,"Skånetrafiken Öresundståg"
3489694,regional,"Bus 6802",1,"Ronneby station","56.206636,15.283352",2024-09-29T21:59:00+00:00,2024-09-29T21:59:00+00:00,"Karlskrona Central","56.166319,15.585255",2024-09-29T22:28:00+00:00,2024-09-29T22:28:00+00:00,28,21878,9,"Auch geil wenn einfach kein SEV-Bus da ist 🙃 Zugpersonal telefoniert erstmal rum. Und gewartet wird draußen bei 2° 🥶",PRIVATE,"Skånetrafiken Öresundståg"
3562606,regional,"R 1077",1077,"Karlskrona Central","56.166319,15.585255",2024-10-11T08:48:00+00:00,2024-10-11T08:48:00+00:00,"Lund Central","55.705523,13.186582",2024-10-11T11:19:00+00:00,2024-10-11T11:19:00+00:00,151,192474,26,"Auf zur Kulturnatt!",PRIVATE,"Skånetrafiken Öresundståg"
3563845,regional,"R 1538",1538,"Lund Central","55.705523,13.186582",2024-10-11T11:36:00+00:00,2024-10-11T11:36:00+00:00,"Helsingborg Central","56.043689,12.69507",2024-10-11T12:29:00+00:00,2024-10-11T12:29:00+00:00,53,65985,13,"Ist das der direkte Weg nach København?",PRIVATE,Skånetrafiken
3564417,regional,"R 1091",1091,"Helsingborg Central","56.043689,12.69507",2024-10-11T12:35:00+00:00,2024-10-11T12:35:00+00:00,"Ramlösa station","56.023804,12.72753",2024-10-11T12:38:00+00:00,2024-10-11T12:38:00+00:00,3,3054,7,"Shit der Zug hat ja ein anderes Haltemuster 🙃also wieder raus",PRIVATE,"Skånetrafiken Öresundståg"
3564455,regional,"R 1373",1373,"Ramlösa station","56.023804,12.72753",2024-10-11T12:44:00+00:00,2024-10-11T12:44:00+00:00,"Kävlinge Station","55.793905,13.111684",2024-10-11T13:04:00+00:00,2024-10-11T13:04:00+00:00,20,38556,10,"So im zweiten Anlauf dann auch den richtigen Zug erwischt",PRIVATE,"Skånetrafiken Öresundståg"
3564751,regional,"R 1473",1473,"Kävlinge Station","55.793905,13.111684",2024-10-11T13:20:00+00:00,2024-10-11T13:20:00+00:00,"Malmö Central","55.609231,13.00126",2024-10-11T13:44:00+00:00,2024-10-11T13:44:00+00:00,24,25057,9,,PRIVATE,Skånetrafiken
3565629,regional,"R 1103",1103,"Malmö Central","55.609231,13.00126",2024-10-11T14:50:00+00:00,2024-10-11T14:50:00+00:00,"Kopenhagen Hbf","55.672722,12.564618",2024-10-11T15:29:00+00:00,2024-10-11T15:29:00+00:00,76,36966,10,"Jetzt aber wirklich Richtung Kulturnatt | cool einfach doppelt so lange wie geplant dank Signalstörung in Kastrup 🫠",PRIVATE,"Skånetrafiken Öresundståg"
3567267,suburban,"S C",33261,"Kopenhagen Hbf","55.672722,12.564618",2024-10-11T18:28:00+00:00,2024-10-11T18:28:00+00:00,"Carlsberg St.","55.663256,12.537345",2024-10-11T18:32:00+00:00,2024-10-11T18:32:00+00:00,4,2312,4,"Essen jagen nach lange in der Schlange stehen",PRIVATE,"DSB S-tog"
3567386,suburban,"S C",33162,"Carlsberg St.","55.663256,12.537345",2024-10-11T18:53:00+00:00,2024-10-11T18:53:00+00:00,"Kopenhagen Hbf","55.672722,12.564618",2024-10-11T18:58:00+00:00,2024-10-11T18:58:00+00:00,5,2312,4,"Heute wirklich kein Glück",PRIVATE,"DSB S-tog"
3567964,regional,"R 1149",1149,"Kopenhagen Hbf","55.672722,12.564618",2024-10-11T21:21:00+00:00,2024-10-11T21:21:00+00:00,"Oesterport st","55.692705,12.587613",2024-10-11T21:27:00+00:00,2024-10-11T21:27:00+00:00,6,2707,7,,PRIVATE,"Skånetrafiken Öresundståg"
3568088,regional,"R 1162",1162,"Kopenhagen Hbf","55.672722,12.564618",2024-10-11T22:30:00+00:00,2024-10-11T22:30:00+00:00,"Malmö Central","55.609231,13.00126",2024-10-11T23:10:00+00:00,2024-10-11T23:10:00+00:00,40,42106,11,"Ab ins Bett 😴",PRIVATE,"Skånetrafiken Öresundståg"
3569769,regional,"R 1059",1059,"Malmö Central","55.609231,13.00126",2024-10-12T09:25:00+00:00,2024-10-12T09:25:00+00:00,"Koebenhavns Lufthavn st","55.629609,12.649378",2024-10-12T09:43:00+00:00,2024-10-12T09:43:00+00:00,23,22263,9,"Das war eigentlich nicht der Plan, aber ein Öresundståg in Malmö C oben verspricht lustige Umleitungsdinge",PRIVATE,"Skånetrafiken Öresundståg"
3570286,regional,"R 1058",1058,"Koebenhavns Lufthavn st","55.629609,12.649378",2024-10-12T09:44:00+00:00,2024-10-12T09:44:00+00:00,"Göteborg Central","57.709309,11.973425",2024-10-12T13:20:00+00:00,2024-10-12T13:20:00+00:00,216,299715,36,,PRIVATE,"Skånetrafiken Öresundståg"
3571876,regional,"R 184",184,"Göteborg Central","57.709309,11.973425",2024-10-12T13:59:00+00:00,2024-10-12T13:59:00+00:00,"Falköping Central","58.17557,13.551688",2024-10-12T15:01:00+00:00,2024-10-12T15:01:00+00:00,62,113392,18,"Schwedischen Dosto testen 👀",PRIVATE,SJ
3572438,regional,"R 7249",7249,"Falköping Central","58.17557,13.551688",2024-10-12T15:19:00+00:00,2024-10-12T15:19:00+00:00,"Nässjö Central","57.652128,14.694783",2024-10-12T16:41:00+00:00,2024-10-12T16:41:00+00:00,82,112474,18,,PRIVATE,
3573208,nationalExpress,"X2 10541",10541,"Nässjö Central","57.652128,14.694783",2024-10-12T16:53:00+00:00,2024-10-12T16:53:00+00:00,"Alvesta station","56.898482,14.55688",2024-10-12T17:27:00+00:00,2024-10-12T17:27:00+00:00,34,86907,19,:omya_reservierungspflicht:,PRIVATE,SJ
3573922,regional,"R 1104",1104,"Alvesta station","56.898482,14.55688",2024-10-12T17:39:00+00:00,2024-10-12T17:39:00+00:00,"Emmaboda station","56.629848,15.534933",2024-10-12T18:28:00+00:00,2024-10-12T18:28:00+00:00,49,73838,14,,PRIVATE,"Skånetrafiken Öresundståg"
3573953,regional,"R 8669",8669,"Emmaboda station","56.629848,15.534933",2024-10-12T18:34:00+00:00,2024-10-12T18:34:00+00:00,"Karlskrona Central","56.166319,15.585255",2024-10-12T19:16:00+00:00,2024-10-12T19:16:00+00:00,42,52957,12,"Bin ja amazed dass diese Verbindung tatsächlich funktioniert hat",PRIVATE,
3648109,regional,"R 8628",8628,"Karlskrona Central","56.166319,15.585255",2024-10-24T07:42:00+00:00,2024-10-24T07:42:00+00:00,"Emmaboda station","56.629848,15.534933",2024-10-24T08:25:00+00:00,2024-10-24T08:25:00+00:00,43,52957,12,,PRIVATE,
3648251,regional,"R 332",332,"Emmaboda station","56.629848,15.534933",2024-10-24T08:30:00+00:00,2024-10-24T08:30:00+00:00,"Boraas Central","57.720689,12.931486",2024-10-24T11:00:00+00:00,2024-10-24T11:00:00+00:00,150,222273,29,"Baustelle ist endlich vorbei",PRIVATE,SJ
3649436,regional,"R 3836",3836,"Boraas Central","57.720689,12.931486",2024-10-24T12:01:00+00:00,2024-10-24T12:01:00+00:00,"Herrljunga station","58.079107,13.020668",2024-10-24T12:39:00+00:00,2024-10-24T12:39:00+00:00,38,43428,11,"Spontan noch nen kleinen Umweg eingebaut",PRIVATE,
3650023,regional,"R 3831",3831,"Herrljunga station","58.079107,13.020668",2024-10-24T13:21:00+00:00,2024-10-24T13:21:00+00:00,"Varberg Station","57.109342,12.248414",2024-10-24T15:20:00+00:00,2024-10-24T15:20:00+00:00,133,127738,19,"var berg = ""abwärts"";",PRIVATE,
3651409,regional,"R 1127",1127,"Varberg Station","57.109342,12.248414",2024-10-24T15:29:00+00:00,2024-10-24T15:29:00+00:00,"Lund Central","55.705523,13.186582",2024-10-24T17:36:00+00:00,2024-10-24T17:36:00+00:00,116,187462,25,"Knapper Umstieg Nr 1 geschafft. Dafür sieht's gleich düster aus mit dem 4min-Umstieg🫣 | edit: nope",PRIVATE,"Skånetrafiken Öresundståg"
3652360,regional,"R 1116",1116,"Lund Central","55.705523,13.186582",2024-10-24T17:41:00+00:00,2024-10-24T17:41:00+00:00,"Karlskrona Central","56.166319,15.585255",2024-10-24T20:12:00+00:00,2024-10-24T20:12:00+00:00,155,192474,26,"Mit viel Glück sogar ohne Verspätung Zuhause. Dafür leider ohne neue Strecke",PRIVATE,"Skånetrafiken Öresundståg"
3654486,regional,"R 8624",8624,"Karlskrona Central","56.166319,15.585255",2024-10-25T06:42:00+00:00,2024-10-25T06:42:00+00:00,"Emmaboda station","56.629848,15.534933",2024-10-25T07:25:00+00:00,2024-10-25T07:25:00+00:00,43,52957,12,,PRIVATE,
3654692,regional,"R 1065",1065,"Emmaboda station","56.629848,15.534933",2024-10-25T07:31:00+00:00,2024-10-25T07:31:00+00:00,"Alvesta station","56.898482,14.55688",2024-10-25T08:20:00+00:00,2024-10-25T08:20:00+00:00,49,73838,14,"Gumminase am Morgen vertreibt Kummer und Sorgen",PRIVATE,"Skånetrafiken Öresundståg"
3654944,nationalExpress,"X2 530",530,"Alvesta station","56.898482,14.55688",2024-10-25T08:28:00+00:00,2024-10-25T08:28:00+00:00,"Linköping Central","58.416014,15.626677",2024-10-25T09:56:00+00:00,2024-10-25T09:56:00+00:00,88,207557,31,"Warum reserviere ich überhaupt noch Fensterplätze? Jedes einzelne Mal saß da irgendwer, und meistens sehr unsympathische Zeitgenossen",PRIVATE,SJ
3655492,regional,"R 28877",28877,"Linköping Central","58.416014,15.626677",2024-10-25T10:08:00+00:00,2024-10-25T10:08:00+00:00,"Västervik station","57.755585,16.642737",2024-10-25T11:50:00+00:00,2024-10-25T11:50:00+00:00,102,96918,16,,PRIVATE,
3657367,regional,"R 28878",28878,"Västervik station","57.755585,16.642737",2024-10-25T12:07:00+00:00,2024-10-25T12:07:00+00:00,"Linköping Central","58.416014,15.626677",2024-10-25T13:51:00+00:00,2024-10-25T13:51:00+00:00,104,96918,16,,PRIVATE,
3657727,regional,"R 28813",28813,"Linköping Central","58.416014,15.626677",2024-10-25T14:20:00+00:00,2024-10-25T14:20:00+00:00,"Kalmar Central","56.661445,16.35963",2024-10-25T17:38:00+00:00,2024-10-25T17:38:00+00:00,215,236852,30,"Seit 12 Uhr im gleichen Fahrzeug unterwegs 😂 aber plötzlich total überfüllt",PRIVATE,
3659504,regional,"R 1153",1153,"Kalmar Central","56.661445,16.35963",2024-10-25T18:00:00+00:00,2024-10-25T18:00:00+00:00,"Emmaboda station","56.629848,15.534933",2024-10-25T18:30:00+00:00,2024-10-25T18:30:00+00:00,30,56836,12,"Gerade genug Verspätung rausgefahren damit der Anschluss klappt. Somit aber leider ohne die geplante Pause zur Nahrungsjagd :/ *hungrig*",PRIVATE,"Skånetrafiken Öresundståg"
3659817,regional,"R 8669",8669,"Emmaboda station","56.629848,15.534933",2024-10-25T18:34:00+00:00,2024-10-25T18:34:00+00:00,"Karlskrona Central","56.166319,15.585255",2024-10-25T19:16:00+00:00,2024-10-25T19:16:00+00:00,42,52957,12,😴😴😴,PRIVATE,
3685506,regional,"R 1149",1149,"Karlskrona Central","56.166319,15.585255",2024-10-29T18:48:00+00:00,2024-10-29T18:48:00+00:00,"Karlshamn Station","56.176774,14.867817",2024-10-29T19:36:00+00:00,2024-10-29T19:36:00+00:00,45,49099,11,"Den Heimatbesuch noch ein Stück begleiten",PRIVATE,"Skånetrafiken Öresundståg"
3685817,regional,"R 1108",1108,"Karlshamn Station","56.176774,14.867817",2024-10-29T19:21:00+00:00,2024-10-29T19:21:00+00:00,"Karlskrona Central","56.166319,15.585255",2024-10-29T20:12:00+00:00,2024-10-29T20:12:00+00:00,42,49099,1,,PRIVATE,"Skånetrafiken Öresundståg"
3721292,regional,"R 8640",8640,"Karlskrona Central","56.166319,15.585255",2024-11-04T11:42:00+00:00,2024-11-04T11:42:00+00:00,"Emmaboda station","56.629848,15.534933",2024-11-04T12:25:00+00:00,2024-11-04T12:25:00+00:00,43,52957,12,,PRIVATE,
3721561,regional,"R 327",327,"Emmaboda station","56.629848,15.534933",2024-11-04T12:30:00+00:00,2024-11-04T12:30:00+00:00,"Kalmar Central","56.661445,16.35963",2024-11-04T13:05:00+00:00,2024-11-04T13:05:00+00:00,35,56835,12,,PRIVATE,SJ
3759381,regional,"R 8628",8628,"Karlskrona Central","56.166319,15.585255",2024-11-10T08:42:00+00:00,2024-11-10T08:42:00+00:00,"Emmaboda station","56.629848,15.534933",2024-11-10T09:25:00+00:00,2024-11-10T09:25:00+00:00,43,52957,12,"Auf geht's 👀
#SveNoFiLappland",PRIVATE,
3759616,regional,"R 332",332,"Emmaboda station","56.629848,15.534933",2024-11-10T09:30:00+00:00,2024-11-10T09:30:00+00:00,"Alvesta station","56.898482,14.55688",2024-11-10T10:19:00+00:00,2024-11-10T10:19:00+00:00,49,73838,14,#SveNoFiLappland,PRIVATE,SJ
3759919,nationalExpress,"X2 532",532,"Alvesta station","56.898482,14.55688",2024-11-10T10:28:00+00:00,2024-11-10T10:28:00+00:00,"Stockholm Central","59.33001,18.05763",2024-11-10T13:34:00+00:00,2024-11-10T13:34:00+00:00,186,358700,46,"Ich hab endlich mal den modernisierten X2 erwischt 😍 
#SveNoFiLappland",PRIVATE,SJ
3762837,regionalExp,"D 94",94,"Stockholm Central","59.33001,18.05763",2024-11-10T17:08:00+00:00,2024-11-10T17:08:00+00:00,Narvik,"68.441701,17.441419",2024-11-11T11:40:00+00:00,2024-11-11T11:40:00+00:00,1112,1220931,131,"Und damit wäre der bisherige Rekord für die längste Zugfahrt meines Lebens um circa vier Stunden überboten 😁
#SveNoFiLappland",PRIVATE,"Vy Tåg"
3772723,regional,"R 95",95,Narvik,"68.441701,17.441419",2024-11-12T09:30:00+00:00,2024-11-12T09:30:00+00:00,"Kiruna Station","67.86827,20.199526",2024-11-12T12:49:00+00:00,2024-11-12T12:49:00+00:00,199,142174,21,"Wer kennt ihn nicht, der Vy Nattåg der um 10:30 beginnt 🤭
#SveNoFiLappland",PRIVATE,Vy
3777495,regional,"R 7151",7151,"Kiruna Station","67.86827,20.199526",2024-11-13T04:51:00+00:00,2024-11-13T04:51:00+00:00,"Luleaa Central","65.584048,22.165664",2024-11-13T08:36:00+00:00,2024-11-13T08:36:00+00:00,225,309480,37,"Großer Hass für das nicht vorhandene #CrossBorderRail 🤬 zu dieser gottlosen Zeit losfahren, da es die einzige Verbindung des Tages ist. Es gibt zwar noch nen 2. Zug am Tag + Anschluss auf der anderen Seite, aber der kack Bus über die Grenze fährt da nicht mehr🙄
#SveNoFiLappland",PRIVATE,"Vy Tåg"
3779224,regional,"R 7184",7184,"Luleaa Central","65.584048,22.165664",2024-11-13T10:21:00+00:00,2024-11-13T10:21:00+00:00,Haparanda,"65.828015,24.131012",2024-11-13T12:17:00+00:00,2024-11-13T12:17:00+00:00,116,145460,21,#SveNoFiLappland,PRIVATE,"Vy Tåg"
3781305,bus,"North Travels",,Haparanda,"65.828015,24.131012",2024-11-13T15:05:00+00:00,2024-11-13T15:05:00+00:00,Kemi,"65.736676,24.574279",2024-11-13T15:40:00+00:00,2024-11-13T15:40:00+00:00,35,22651,0,"Junge ist das wild hier 😅 einfach so ein Kleinbus und der Fahrer spricht kein Englisch 🙈 es könnte so entspannt sein wenn der Zug einfach noch das Stück über die Grenze fahren würde 🙃
#SveNoFiLappland",PRIVATE,
3782276,national,"IC 25",25,Kemi,"65.736676,24.574279",2024-11-13T17:05:00+00:00,2024-11-13T17:05:00+00:00,Rovaniemi,"66.498089,25.705365",2024-11-13T18:23:00+00:00,2024-11-13T18:23:00+00:00,78,113190,20,"Erstes Mal Breitspur 👀
#SveNoFiLappland",PRIVATE,VR
3797740,national,"PYO 274",274,Rovaniemi,"66.498089,25.705365",2024-11-15T18:57:00+00:00,2024-11-15T18:57:00+00:00,Helsinki,"60.171742,24.941443",2024-11-16T07:15:00+00:00,2024-11-16T07:15:00+00:00,738,705265,0,"Diese Nachtzüge sind wirklich eine andere Liga 😍
#SveNoFiLappland",PRIVATE,
3799908,suburban,"S P",8679,"Helsinki Pasila","60.198665,24.933488",2024-11-16T12:56:00+00:00,2024-11-16T12:56:00+00:00,Helsinki,"60.171742,24.941443",2024-11-16T13:01:00+00:00,2024-11-16T13:01:00+00:00,5,3048,4,#SveNoFiLappland,PRIVATE,VR
3800671,ferry,"Viking Cinderella",,Helsinki,"60.171742,24.941443",2024-11-16T15:15:00+00:00,2024-11-16T15:15:00+00:00,"Stockholm C","59.325281,17.999658",2024-11-17T08:00:00+00:00,2024-11-17T08:00:00+00:00,1145,400346,0,"Direkte Tramlinie vom Bahnhof zum Fähranleger, so loben wir uns das! Ab nach Hause 😢
#SveNoFiLappland",PRIVATE,
3807094,nationalExpress,"X2 505",505,"Stockholm Central","59.33001,18.05763",2024-11-17T16:02:00+00:00,2024-11-17T16:02:00+00:00,"Alvesta station","56.898482,14.55688",2024-11-17T18:52:00+00:00,2024-11-17T18:52:00+00:00,170,339964,44,"Ohne Zwischenhalt bis Alvesta 😮
#SveNoFiLappland",PRIVATE,SJ
3808497,regional,"R 343",343,"Alvesta station","56.898482,14.55688",2024-11-17T19:38:00+00:00,2024-11-17T19:38:00+00:00,"Emmaboda station","56.629848,15.534933",2024-11-17T20:28:00+00:00,2024-11-17T20:28:00+00:00,50,73838,14,"Eieiei ist das Ding voll 😳
#SveNoFiLappland",PRIVATE,SJ
3808700,regional,"R 8673",8673,"Emmaboda station","56.629848,15.534933",2024-11-17T20:34:00+00:00,2024-11-17T20:34:00+00:00,"Karlskrona Central","56.166319,15.585255",2024-11-17T21:16:00+00:00,2024-11-17T21:16:00+00:00,42,52957,12,#SveNoFiLappland,PRIVATE,
3836732,regional,"R 1061",1061,"Karlskrona Central","56.166319,15.585255",2024-11-22T07:48:00+00:00,2024-11-22T07:48:00+00:00,"Kopenhagen Hbf","55.672722,12.564618",2024-11-22T11:15:00+00:00,2024-11-22T11:15:00+00:00,195,245342,31,"Signalfel - Sen tågvänd",PRIVATE,"Skånetrafiken Öresundståg"
3838018,national,"IC 2917",2917,"Kopenhagen Hbf","55.672722,12.564618",2024-11-22T12:00:00+00:00,2024-11-22T12:00:00+00:00,"Hamburg Hbf","53.553533,10.00636",2024-11-22T17:06:00+00:00,2024-11-22T17:34:00+00:00,334,501252,59,"J@@@@@ es ist ne Gumminase 😍 das muss man den Dänen lassen, einfach mal schnell nen zweiten Zugteil an den IC nach Aarhus angehängt",PRIVATE,"Dänische Staatsbahnen"
